"www.deforestbank.com","443","us","['23.96.208.210']"
"www.etimaden.gov.tr","443","tr","['88.255.50.73']"
"www.boacoteivoire.com","443","ci","['37.187.147.215']"
"www.cortland-banks.com","443","us","['74.114.60.145']"
"www.fnbevant.com","443","us","['205.196.239.21']"
"www.caldwellbankandtrust.com","443","us","['209.17.116.160']"
"www.tt.rbcnetbank.com","443","tt",""
"www.gulfcoastcommunityfcu.com","443","us","['96.47.221.76']"
"www.bridgewayfcu.org","443","us","['204.232.139.15']"
"securepay.rsb.ru","443","gb","['194.67.29.100']"
"www.cerescobank.com","443","us","['192.145.237.100']"
"www.marionstatebanktx.com","443","us","['66.55.106.174']"
"www.sfefcu.org","443","us","['12.207.50.10']"
"www.iib.ru","443","ru",""
"www.fishcopfed.in","443","kr","['111.118.180.115']"
"www.transactnetwork.com","443","us","['69.163.200.217']"
"www.its-arcadiacityfcu.org","443","us","['208.73.211.70']"
"www.bhcu.org","443","us","['64.207.185.236']"
"www.firstcalfcu.org","443","us","['104.27.191.197', '104.27.190.197']"
"www.balancingact-africa.com","443","eg","['46.101.29.78']"
"www.tricountybank.com","443","us","['96.47.220.178']"
"www.yorkcountyfcu.com","443","us","['96.47.221.208']"
"www.fsbblm.com","443","us","['205.196.239.138']"
"www.suncorp.com.au","443","au","['107.154.189.10']"
"www.citizens-savings.com","443","us","['96.47.221.211']"
"www.bankannapolis.com","443","us","['205.178.189.131']"
"www.security-savings.com","443","us","['216.54.215.176', '208.91.197.27']"
"cap.attempts.securecode.com","443","ch","['216.119.218.145']"
"www.tokyo-card.co.jp","443","jp","['110.50.223.131']"
"3dsecure.bankmega.com","443","id","['183.91.84.131']"
"www.kirtlandfcu.org","443","us","['70.32.94.196']"
"www.ayudhyacard.com","443","th",""
"www.accessfcu.org","443","us","['199.102.148.109']"
"www.selccu.org","443","us","['74.214.21.132']"
"www.iconcreditunion.org","443","us","['66.195.177.90']"
"www.credit-agricole.pl","443","pl","['46.229.156.143']"
"www.ladacredit.ru","443","ru","['178.162.211.68']"
"www.burlingbank.com","443","us","['76.8.85.64']"
"api.myonlinefinancialbusiness.com","443","us",""
"www.unitedone.org","443","us","['74.204.78.22']"
"www.bankduta.co.id","443","id",""
"www.thehomenationalbank.com","443","us","['67.210.91.100']"
"www.oldpoint.com","443","us","['208.109.184.140']"
"www.bancomediolanum.es","443","es","['212.49.180.126']"
"www.cbc.be","443","be","['193.244.74.87']"
"cap.attempts.securecode.com","443","vn","['216.119.218.145']"
"www.bsfcu.com","443","us","['192.237.157.3']"
"www.lapfu.org","443","us","['141.8.226.25']"
"www.capitalcombank.com","443","us","['184.106.57.136']"
"www.hiway.org","443","us","['54.192.12.200', '54.192.12.113', '54.192.12.24', '54.192.12.250', '54.192.12.182', '54.192.12.186', '54.192.12.194', '54.192.12.175']"
"www.firstusbank.com","443","us","['40.117.32.18']"
"www.homebank-trust.com","443","us","['72.47.228.201']"
"mvcu.ca","443","us","['208.69.254.247', '208.69.252.73']"
"www.corpbanca.com.ve","443","ve","['104.28.11.85', '104.28.10.85']"
"www.allegius.org","443","us","['45.56.74.86']"
"www.bank.allianz.bg","443","bg","['194.127.81.143']"
"www.walmart.ca","443","ca","['104.81.122.223']"
"www.oaklandcountycu.com","443","us","['74.204.78.124']"
"www.colfaxbanking.com","443","us","['66.55.106.121']"
"www.cuofohio.org","443","us","['198.90.23.36']"
"www.citizensbankna.com","443","us","['208.91.197.132']"
"ecom.campubank.com.kh","443","kh","['43.241.40.146']"
"www.firstportcity.com","443","us","['64.39.157.34']"
"www.eseylan.co","443","lk",""
"acs.tmbbank.com","443","th","['110.170.151.52']"
"www.jcfcu.com","443","us","['74.205.72.112']"
"btcu.org","443","us","['50.62.168.151']"
"ubagroup.cardinalcommerce.com","443","zm","['216.150.144.198']"
"www.newhcu.org","443","us","['74.204.78.130']"
